weighted_prices,sales,date,A1,A2,A3,R1,R2,R3,M1,M2,M3,P1,P2,P3,D1
1.504,13019445,27/02/2016,1.887,1.817,2.03,1.783,1.715,1.925,2.029,1.943,2.196,2.244,2.191,2.342,1.989
1.504,13020176,27/02/2016,1.887,1.817,2.03,1.783,1.715,1.925,2.029,1.943,2.196,2.244,2.191,2.342,1.989
1.504,13020176,27/02/2016,1.887,1.817,2.03,1.783,1.715,1.925,2.029,1.943,2.196,2.244,2.191,2.342,1.989
1.504,13020176,27/02/2016,1.887,1.817,2.03,1.783,1.715,1.925,2.029,1.943,2.196,2.244,2.191,2.342,1.989
1.5041,13039016,27/02/2016,1.887,1.817,2.03,1.783,1.715,1.925,2.029,1.943,2.196,2.244,2.191,2.342,1.989
1.5044,11850311,05/03/2016,1.943,1.882,2.067,1.841,1.782,1.964,2.081,2.005,2.227,2.294,2.25,2.374,2.021
1.5044,11849492,05/03/2016,1.943,1.882,2.067,1.841,1.782,1.964,2.081,2.005,2.227,2.294,2.25,2.374,2.021
1.5044,11849492,05/03/2016,1.943,1.882,2.067,1.841,1.782,1.964,2.081,2.005,2.227,2.294,2.25,2.374,2.021
1.5049,11658815,05/03/2016,1.943,1.882,2.067,1.841,1.782,1.964,2.081,2.005,2.227,2.294,2.25,2.374,2.021
1.5047,11850311,05/03/2016,1.943,1.882,2.067,1.841,1.782,1.964,2.081,2.005,2.227,2.294,2.25,2.374,2.021
1.5025,12150449,12/03/2016,2.062,1.988,2.214,1.961,1.888,2.116,2.2,2.114,2.366,2.409,2.357,2.505,2.099
1.5028,12150449,12/03/2016,2.062,1.988,2.214,1.961,1.888,2.116,2.2,2.114,2.366,2.409,2.357,2.505,2.099
1.5025,12150449,12/03/2016,2.062,1.988,2.214,1.961,1.888,2.116,2.2,2.114,2.366,2.409,2.357,2.505,2.099
1.5028,12150449,12/03/2016,2.062,1.988,2.214,1.961,1.888,2.116,2.2,2.114,2.366,2.409,2.357,2.505,2.099
1.5025,12150449,12/03/2016,2.062,1.988,2.214,1.961,1.888,2.116,2.2,2.114,2.366,2.409,2.357,2.505,2.099
1.5028,13420586,19/03/2016,2.109,2.036,2.258,2.007,1.935,2.159,2.248,2.163,2.413,2.461,2.41,2.555,2.119
1.5029,13446648,19/03/2016,2.109,2.036,2.258,2.007,1.935,2.159,2.248,2.163,2.413,2.461,2.41,2.555,2.119
1.503,13446301,19/03/2016,2.109,2.036,2.258,2.007,1.935,2.159,2.248,2.163,2.413,2.461,2.41,2.555,2.119
1.5024,13564884,19/03/2016,2.109,2.036,2.258,2.007,1.935,2.159,2.248,2.163,2.413,2.461,2.41,2.555,2.119
1.503,13446648,19/03/2016,2.109,2.036,2.258,2.007,1.935,2.159,2.248,2.163,2.413,2.461,2.41,2.555,2.119
1.5153,12534169,26/03/2016,2.169,2.079,2.353,2.066,1.976,2.255,2.31,2.208,2.507,2.521,2.454,2.645,2.121
1.5153,12534169,26/03/2016,2.169,2.079,2.353,2.066,1.976,2.255,2.31,2.208,2.507,2.521,2.454,2.645,2.121
1.5153,12534169,26/03/2016,2.169,2.079,2.353,2.066,1.976,2.255,2.31,2.208,2.507,2.521,2.454,2.645,2.121
1.5153,12534169,26/03/2016,2.169,2.079,2.353,2.066,1.976,2.255,2.31,2.208,2.507,2.521,2.454,2.645,2.121
1.5153,12534169,26/03/2016,2.169,2.079,2.353,2.066,1.976,2.255,2.31,2.208,2.507,2.521,2.454,2.645,2.121
1.5236,12108639,02/04/2016,2.185,2.095,2.367,2.083,1.994,2.271,2.323,2.222,2.52,2.532,2.465,2.655,2.115
1.5236,12108639,02/04/2016,2.185,2.095,2.367,2.083,1.994,2.271,2.323,2.222,2.52,2.532,2.465,2.655,2.115
1.5236,12108639,02/04/2016,2.185,2.095,2.367,2.083,1.994,2.271,2.323,2.222,2.52,2.532,2.465,2.655,2.115
1.5236,12108639,02/04/2016,2.185,2.095,2.367,2.083,1.994,2.271,2.323,2.222,2.52,2.532,2.465,2.655,2.115
1.5237,11968483,02/04/2016,2.185,2.095,2.367,2.083,1.994,2.271,2.323,2.222,2.52,2.532,2.465,2.655,2.115
1.5122,12779579,09/04/2016,2.173,2.085,2.351,2.069,1.981,2.253,2.315,2.217,2.504,2.527,2.463,2.645,2.128
1.5122,12779579,09/04/2016,2.173,2.085,2.351,2.069,1.981,2.253,2.315,2.217,2.504,2.527,2.463,2.645,2.128
1.5122,12779579,09/04/2016,2.173,2.085,2.351,2.069,1.981,2.253,2.315,2.217,2.504,2.527,2.463,2.645,2.128
1.5122,12779579,09/04/2016,2.173,2.085,2.351,2.069,1.981,2.253,2.315,2.217,2.504,2.527,2.463,2.645,2.128
1.5122,12779579,09/04/2016,2.173,2.085,2.351,2.069,1.981,2.253,2.315,2.217,2.504,2.527,2.463,2.645,2.128
1.4948,13735645,16/04/2016,2.24,2.155,2.411,2.137,2.053,2.314,2.378,2.283,2.562,2.59,2.528,2.706,2.165
1.4951,13523825,16/04/2016,2.24,2.155,2.411,2.137,2.053,2.314,2.378,2.283,2.562,2.59,2.528,2.706,2.165
1.4947,13735645,16/04/2016,2.24,2.155,2.411,2.137,2.053,2.314,2.378,2.283,2.562,2.59,2.528,2.706,2.165
1.4948,13605923,16/04/2016,2.24,2.155,2.411,2.137,2.053,2.314,2.378,2.283,2.562,2.59,2.528,2.706,2.165
1.4948,13605923,16/04/2016,2.24,2.155,2.411,2.137,2.053,2.314,2.378,2.283,2.562,2.59,2.528,2.706,2.165
1.4712,12848365,23/04/2016,2.265,2.182,2.432,2.162,2.08,2.335,2.405,2.313,2.582,2.616,2.557,2.725,2.198
1.4714,12848236,23/04/2016,2.265,2.182,2.432,2.162,2.08,2.335,2.405,2.313,2.582,2.616,2.557,2.725,2.198
1.4714,12848280,23/04/2016,2.265,2.182,2.432,2.162,2.08,2.335,2.405,2.313,2.582,2.616,2.557,2.725,2.198
1.4712,12848365,23/04/2016,2.265,2.182,2.432,2.162,2.08,2.335,2.405,2.313,2.582,2.616,2.557,2.725,2.198
1.4714,12803644,23/04/2016,2.265,2.182,2.432,2.162,2.08,2.335,2.405,2.313,2.582,2.616,2.557,2.725,2.198
1.4607,13607260,30/04/2016,2.342,2.271,2.487,2.24,2.168,2.391,2.482,2.404,2.633,2.693,2.647,2.778,2.266
1.4608,13835340,30/04/2016,2.342,2.271,2.487,2.24,2.168,2.391,2.482,2.404,2.633,2.693,2.647,2.778,2.266
1.4609,13645530,30/04/2016,2.342,2.271,2.487,2.24,2.168,2.391,2.482,2.404,2.633,2.693,2.647,2.778,2.266
1.4607,13835340,30/04/2016,2.342,2.271,2.487,2.24,2.168,2.391,2.482,2.404,2.633,2.693,2.647,2.778,2.266
1.4609,13645530,30/04/2016,2.342,2.271,2.487,2.24,2.168,2.391,2.482,2.404,2.633,2.693,2.647,2.778,2.266
1.4434,12966585,07/05/2016,2.325,2.249,2.481,2.22,2.143,2.384,2.469,2.387,2.627,2.683,2.633,2.775,2.271
1.4437,12966585,07/05/2016,2.325,2.249,2.481,2.22,2.143,2.384,2.469,2.387,2.627,2.683,2.633,2.775,2.271
1.4434,12966585,07/05/2016,2.325,2.249,2.481,2.22,2.143,2.384,2.469,2.387,2.627,2.683,2.633,2.775,2.271
1.4434,12966585,07/05/2016,2.325,2.249,2.481,2.22,2.143,2.384,2.469,2.387,2.627,2.683,2.633,2.775,2.271
1.4434,12966585,07/05/2016,2.325,2.249,2.481,2.22,2.143,2.384,2.469,2.387,2.627,2.683,2.633,2.775,2.271
1.4185,14380423,14/05/2016,2.345,2.274,2.489,2.242,2.17,2.392,2.485,2.41,2.631,2.7,2.655,2.785,2.297
1.4185,14380423,14/05/2016,2.345,2.274,2.489,2.242,2.17,2.392,2.485,2.41,2.631,2.7,2.655,2.785,2.297
1.4185,14380423,14/05/2016,2.345,2.274,2.489,2.242,2.17,2.392,2.485,2.41,2.631,2.7,2.655,2.785,2.297
1.4179,14340189,14/05/2016,2.345,2.274,2.489,2.242,2.17,2.392,2.485,2.41,2.631,2.7,2.655,2.785,2.297
1.4185,14380423,14/05/2016,2.345,2.274,2.489,2.242,2.17,2.392,2.485,2.41,2.631,2.7,2.655,2.785,2.297
1.3735,12378907,21/05/2016,2.403,2.339,2.532,2.3,2.235,2.435,2.541,2.472,2.674,2.756,2.717,2.828,2.357
1.3735,12378907,21/05/2016,2.403,2.339,2.532,2.3,2.235,2.435,2.541,2.472,2.674,2.756,2.717,2.828,2.357
1.3735,12372260,21/05/2016,2.403,2.339,2.532,2.3,2.235,2.435,2.541,2.472,2.674,2.756,2.717,2.828,2.357
1.3735,12378907,21/05/2016,2.403,2.339,2.532,2.3,2.235,2.435,2.541,2.472,2.674,2.756,2.717,2.828,2.357
1.3735,12378907,21/05/2016,2.403,2.339,2.532,2.3,2.235,2.435,2.541,2.472,2.674,2.756,2.717,2.828,2.357
1.3355,15720673,28/05/2016,2.44,2.382,2.557,2.339,2.281,2.461,2.574,2.511,2.696,2.788,2.753,2.852,2.382
1.3353,15685771,28/05/2016,2.44,2.382,2.557,2.339,2.281,2.461,2.574,2.511,2.696,2.788,2.753,2.852,2.382
1.3356,15719802,28/05/2016,2.44,2.382,2.557,2.339,2.281,2.461,2.574,2.511,2.696,2.788,2.753,2.852,2.382
1.3356,15719802,28/05/2016,2.44,2.382,2.557,2.339,2.281,2.461,2.574,2.511,2.696,2.788,2.753,2.852,2.382
1.3356,15720673,28/05/2016,2.44,2.382,2.557,2.339,2.281,2.461,2.574,2.511,2.696,2.788,2.753,2.852,2.382
1.335,14292357,04/06/2016,2.482,2.43,2.586,2.381,2.328,2.491,2.616,2.56,2.725,2.83,2.804,2.876,2.407
1.335,14292357,04/06/2016,2.482,2.43,2.586,2.381,2.328,2.491,2.616,2.56,2.725,2.83,2.804,2.876,2.407
1.335,14292357,04/06/2016,2.482,2.43,2.586,2.381,2.328,2.491,2.616,2.56,2.725,2.83,2.804,2.876,2.407
1.335,14292357,04/06/2016,2.482,2.43,2.586,2.381,2.328,2.491,2.616,2.56,2.725,2.83,2.804,2.876,2.407
1.3359,14050301,04/06/2016,2.482,2.43,2.586,2.381,2.328,2.491,2.616,2.56,2.725,2.83,2.804,2.876,2.407
1.3737,14786714,11/06/2016,2.499,2.444,2.61,2.399,2.343,2.516,2.632,2.573,2.748,2.842,2.812,2.896,2.431
1.3737,14786714,11/06/2016,2.499,2.444,2.61,2.399,2.343,2.516,2.632,2.573,2.748,2.842,2.812,2.896,2.431
1.3737,14786714,11/06/2016,2.499,2.444,2.61,2.399,2.343,2.516,2.632,2.573,2.748,2.842,2.812,2.896,2.431
1.3738,14666657,11/06/2016,2.499,2.444,2.61,2.399,2.343,2.516,2.632,2.573,2.748,2.842,2.812,2.896,2.431
1.3737,14786714,11/06/2016,2.499,2.444,2.61,2.399,2.343,2.516,2.632,2.573,2.748,2.842,2.812,2.896,2.431
1.4196,13949954,18/06/2016,2.455,2.393,2.581,2.353,2.29,2.484,2.592,2.523,2.725,2.805,2.77,2.872,2.426
1.4197,13949954,18/06/2016,2.455,2.393,2.581,2.353,2.29,2.484,2.592,2.523,2.725,2.805,2.77,2.872,2.426
1.4208,13663082,18/06/2016,2.455,2.393,2.581,2.353,2.29,2.484,2.592,2.523,2.725,2.805,2.77,2.872,2.426
1.4196,13949954,18/06/2016,2.455,2.393,2.581,2.353,2.29,2.484,2.592,2.523,2.725,2.805,2.77,2.872,2.426
1.4196,13949954,18/06/2016,2.455,2.393,2.581,2.353,2.29,2.484,2.592,2.523,2.725,2.805,2.77,2.872,2.426
1.474,15252573,25/06/2016,2.432,2.353,2.593,2.329,2.25,2.496,2.57,2.481,2.742,2.785,2.732,2.885,2.426
1.4753,13731716,25/06/2016,2.432,2.353,2.593,2.329,2.25,2.496,2.57,2.481,2.742,2.785,2.732,2.885,2.426
1.474,15252573,25/06/2016,2.432,2.353,2.593,2.329,2.25,2.496,2.57,2.481,2.742,2.785,2.732,2.885,2.426
1.474,15252573,25/06/2016,2.432,2.353,2.593,2.329,2.25,2.496,2.57,2.481,2.742,2.785,2.732,2.885,2.426
1.474,15252573,25/06/2016,2.432,2.353,2.593,2.329,2.25,2.496,2.57,2.481,2.742,2.785,2.732,2.885,2.426
1.5125,12182136,02/07/2016,2.396,2.311,2.57,2.291,2.205,2.472,2.537,2.442,2.72,2.755,2.696,2.865,2.423
1.5133,13317412,02/07/2016,2.396,2.311,2.57,2.291,2.205,2.472,2.537,2.442,2.72,2.755,2.696,2.865,2.423
1.5134,13200009,02/07/2016,2.396,2.311,2.57,2.291,2.205,2.472,2.537,2.442,2.72,2.755,2.696,2.865,2.423
1.5133,13317412,02/07/2016,2.396,2.311,2.57,2.291,2.205,2.472,2.537,2.442,2.72,2.755,2.696,2.865,2.423
1.5125,12182136,02/07/2016,2.396,2.311,2.57,2.291,2.205,2.472,2.537,2.442,2.72,2.755,2.696,2.865,2.423
1.5583,12722735,09/07/2016,2.359,2.276,2.527,2.253,2.171,2.426,2.501,2.408,2.682,2.721,2.663,2.83,2.414
1.5571,14029194,09/07/2016,2.359,2.276,2.527,2.253,2.171,2.426,2.501,2.408,2.682,2.721,2.663,2.83,2.414
1.5583,12722735,09/07/2016,2.359,2.276,2.527,2.253,2.171,2.426,2.501,2.408,2.682,2.721,2.663,2.83,2.414
1.5583,12725322,09/07/2016,2.359,2.276,2.527,2.253,2.171,2.426,2.501,2.408,2.682,2.721,2.663,2.83,2.414
1.5567,13970760,09/07/2016,2.359,2.276,2.527,2.253,2.171,2.426,2.501,2.408,2.682,2.721,2.663,2.83,2.414
1.5865,12986285,16/07/2016,2.336,2.254,2.503,2.23,2.148,2.402,2.479,2.386,2.657,2.701,2.645,2.806,2.402
1.5865,12986285,16/07/2016,2.336,2.254,2.503,2.23,2.148,2.402,2.479,2.386,2.657,2.701,2.645,2.806,2.402
1.5865,12986285,16/07/2016,2.336,2.254,2.503,2.23,2.148,2.402,2.479,2.386,2.657,2.701,2.645,2.806,2.402
1.5869,14311066,16/07/2016,2.336,2.254,2.503,2.23,2.148,2.402,2.479,2.386,2.657,2.701,2.645,2.806,2.402
1.5865,12986285,16/07/2016,2.336,2.254,2.503,2.23,2.148,2.402,2.479,2.386,2.657,2.701,2.645,2.806,2.402
1.6211,12351462,23/07/2016,2.289,2.211,2.447,2.182,2.105,2.344,2.434,2.345,2.606,2.656,2.602,2.757,2.379
1.6211,12351462,23/07/2016,2.289,2.211,2.447,2.182,2.105,2.344,2.434,2.345,2.606,2.656,2.602,2.757,2.379
1.6211,12351462,23/07/2016,2.289,2.211,2.447,2.182,2.105,2.344,2.434,2.345,2.606,2.656,2.602,2.757,2.379
1.6211,12351462,23/07/2016,2.289,2.211,2.447,2.182,2.105,2.344,2.434,2.345,2.606,2.656,2.602,2.757,2.379
1.6211,12351462,23/07/2016,2.289,2.211,2.447,2.182,2.105,2.344,2.434,2.345,2.606,2.656,2.602,2.757,2.379
1.6576,12247121,30/07/2016,2.267,2.198,2.406,2.159,2.091,2.302,2.413,2.335,2.565,2.635,2.591,2.716,2.348
1.6576,12247121,30/07/2016,2.267,2.198,2.406,2.159,2.091,2.302,2.413,2.335,2.565,2.635,2.591,2.716,2.348
1.6576,12247121,30/07/2016,2.267,2.198,2.406,2.159,2.091,2.302,2.413,2.335,2.565,2.635,2.591,2.716,2.348
1.6577,12204968,30/07/2016,2.267,2.198,2.406,2.159,2.091,2.302,2.413,2.335,2.565,2.635,2.591,2.716,2.348
1.6577,12204968,30/07/2016,2.267,2.198,2.406,2.159,2.091,2.302,2.413,2.335,2.565,2.635,2.591,2.716,2.348
1.6973,12440234,06/08/2016,2.256,2.193,2.384,2.15,2.087,2.281,2.398,2.325,2.539,2.621,2.582,2.693,2.316
1.6973,12440234,06/08/2016,2.256,2.193,2.384,2.15,2.087,2.281,2.398,2.325,2.539,2.621,2.582,2.693,2.316
1.6973,12440234,06/08/2016,2.256,2.193,2.384,2.15,2.087,2.281,2.398,2.325,2.539,2.621,2.582,2.693,2.316
1.6973,12440234,06/08/2016,2.256,2.193,2.384,2.15,2.087,2.281,2.398,2.325,2.539,2.621,2.582,2.693,2.316
1.6973,12440234,06/08/2016,2.256,2.193,2.384,2.15,2.087,2.281,2.398,2.325,2.539,2.621,2.582,2.693,2.316
1.7327,13242676,13/08/2016,2.256,2.203,2.364,2.149,2.096,2.262,2.401,2.34,2.518,2.622,2.593,2.674,2.31
1.7327,13242676,13/08/2016,2.256,2.203,2.364,2.149,2.096,2.262,2.401,2.34,2.518,2.622,2.593,2.674,2.31
1.7327,13242676,13/08/2016,2.256,2.203,2.364,2.149,2.096,2.262,2.401,2.34,2.518,2.622,2.593,2.674,2.31
1.7327,13242676,13/08/2016,2.256,2.203,2.364,2.149,2.096,2.262,2.401,2.34,2.518,2.622,2.593,2.674,2.31
1.7327,13242676,13/08/2016,2.256,2.203,2.364,2.149,2.096,2.262,2.401,2.34,2.518,2.622,2.593,2.674,2.31
1.7756,13608846,20/08/2016,2.299,2.243,2.413,2.193,2.136,2.312,2.441,2.378,2.563,2.664,2.635,2.718,2.37
1.7756,13609035,20/08/2016,2.299,2.243,2.413,2.193,2.136,2.312,2.441,2.378,2.563,2.664,2.635,2.718,2.37
1.7741,13366049,20/08/2016,2.299,2.243,2.413,2.193,2.136,2.312,2.441,2.378,2.563,2.664,2.635,2.718,2.37
1.7755,13569058,20/08/2016,2.299,2.243,2.413,2.193,2.136,2.312,2.441,2.378,2.563,2.664,2.635,2.718,2.37
1.7756,13608846,20/08/2016,2.299,2.243,2.413,2.193,2.136,2.312,2.441,2.378,2.563,2.664,2.635,2.718,2.37
1.808,14491898,27/08/2016,2.341,2.292,2.441,2.237,2.187,2.341,2.481,2.424,2.589,2.701,2.677,2.747,2.409
1.8078,14533164,27/08/2016,2.341,2.292,2.441,2.237,2.187,2.341,2.481,2.424,2.589,2.701,2.677,2.747,2.409
1.8078,14533164,27/08/2016,2.341,2.292,2.441,2.237,2.187,2.341,2.481,2.424,2.589,2.701,2.677,2.747,2.409
1.8078,14533164,27/08/2016,2.341,2.292,2.441,2.237,2.187,2.341,2.481,2.424,2.589,2.701,2.677,2.747,2.409
1.8078,14533164,27/08/2016,2.341,2.292,2.441,2.237,2.187,2.341,2.481,2.424,2.589,2.701,2.677,2.747,2.409
1.8251,14532599,03/09/2016,2.329,2.277,2.436,2.223,2.17,2.333,2.468,2.405,2.588,2.698,2.671,2.749,2.407
1.8251,14532685,03/09/2016,2.329,2.277,2.436,2.223,2.17,2.333,2.468,2.405,2.588,2.698,2.671,2.749,2.407
1.8251,14532685,03/09/2016,2.329,2.277,2.436,2.223,2.17,2.333,2.468,2.405,2.588,2.698,2.671,2.749,2.407
1.8251,14532599,03/09/2016,2.329,2.277,2.436,2.223,2.17,2.333,2.468,2.405,2.588,2.698,2.671,2.749,2.407
1.8251,14532685,03/09/2016,2.329,2.277,2.436,2.223,2.17,2.333,2.468,2.405,2.588,2.698,2.671,2.749,2.407
1.7968,12683737,10/09/2016,2.31,2.246,2.439,2.202,2.138,2.336,2.454,2.38,2.597,2.68,2.642,2.751,2.399
1.7969,12681388,10/09/2016,2.31,2.246,2.439,2.202,2.138,2.336,2.454,2.38,2.597,2.68,2.642,2.751,2.399
1.7958,12643660,10/09/2016,2.31,2.246,2.439,2.202,2.138,2.336,2.454,2.38,2.597,2.68,2.642,2.751,2.399
1.7968,12683737,10/09/2016,2.31,2.246,2.439,2.202,2.138,2.336,2.454,2.38,2.597,2.68,2.642,2.751,2.399
1.7968,12683737,10/09/2016,2.31,2.246,2.439,2.202,2.138,2.336,2.454,2.38,2.597,2.68,2.642,2.751,2.399
1.7599,13055365,17/09/2016,2.333,2.28,2.443,2.225,2.17,2.339,2.481,2.419,2.6,2.706,2.679,2.756,2.389
1.7599,13055365,17/09/2016,2.333,2.28,2.443,2.225,2.17,2.339,2.481,2.419,2.6,2.706,2.679,2.756,2.389
1.7599,13048332,17/09/2016,2.333,2.28,2.443,2.225,2.17,2.339,2.481,2.419,2.6,2.706,2.679,2.756,2.389
1.7599,13048332,17/09/2016,2.333,2.28,2.443,2.225,2.17,2.339,2.481,2.419,2.6,2.706,2.679,2.756,2.389
1.7599,13055365,17/09/2016,2.333,2.28,2.443,2.225,2.17,2.339,2.481,2.419,2.6,2.706,2.679,2.756,2.389
1.7203,11750058,24/09/2016,2.334,2.276,2.451,2.224,2.166,2.348,2.484,2.419,2.609,2.708,2.679,2.762,2.382
1.7203,11750058,24/09/2016,2.334,2.276,2.451,2.224,2.166,2.348,2.484,2.419,2.609,2.708,2.679,2.762,2.382
1.7203,11750058,24/09/2016,2.334,2.276,2.451,2.224,2.166,2.348,2.484,2.419,2.609,2.708,2.679,2.762,2.382
1.7239,11292923,24/09/2016,2.334,2.276,2.451,2.224,2.166,2.348,2.484,2.419,2.609,2.708,2.679,2.762,2.382
1.7239,11292923,24/09/2016,2.334,2.276,2.451,2.224,2.166,2.348,2.484,2.419,2.609,2.708,2.679,2.762,2.382
1.6732,13241498,01/10/2016,2.354,2.295,2.476,2.245,2.184,2.375,2.506,2.441,2.631,2.726,2.696,2.782,2.389
1.668,13851743,01/10/2016,2.354,2.295,2.476,2.245,2.184,2.375,2.506,2.441,2.631,2.726,2.696,2.782,2.389
1.6682,13854809,01/10/2016,2.354,2.295,2.476,2.245,2.184,2.375,2.506,2.441,2.631,2.726,2.696,2.782,2.389
1.6683,13854809,01/10/2016,2.354,2.295,2.476,2.245,2.184,2.375,2.506,2.441,2.631,2.726,2.696,2.782,2.389
1.6683,13854809,01/10/2016,2.354,2.295,2.476,2.245,2.184,2.375,2.506,2.441,2.631,2.726,2.696,2.782,2.389
1.6187,12688720,08/10/2016,2.381,2.327,2.491,2.272,2.216,2.389,2.529,2.469,2.644,2.754,2.728,2.802,2.445
1.6189,12688720,08/10/2016,2.381,2.327,2.491,2.272,2.216,2.389,2.529,2.469,2.644,2.754,2.728,2.802,2.445
1.6189,12688720,08/10/2016,2.381,2.327,2.491,2.272,2.216,2.389,2.529,2.469,2.644,2.754,2.728,2.802,2.445
1.619,12597688,08/10/2016,2.381,2.327,2.491,2.272,2.216,2.389,2.529,2.469,2.644,2.754,2.728,2.802,2.445
1.6192,12647664,08/10/2016,2.381,2.327,2.491,2.272,2.216,2.389,2.529,2.469,2.644,2.754,2.728,2.802,2.445
1.5755,13839804,15/10/2016,2.367,2.309,2.484,2.257,2.198,2.381,2.516,2.452,2.64,2.742,2.712,2.797,2.481
1.5757,13798375,15/10/2016,2.367,2.309,2.484,2.257,2.198,2.381,2.516,2.452,2.64,2.742,2.712,2.797,2.481
1.5755,13839804,15/10/2016,2.367,2.309,2.484,2.257,2.198,2.381,2.516,2.452,2.64,2.742,2.712,2.797,2.481
1.5755,13839804,15/10/2016,2.367,2.309,2.484,2.257,2.198,2.381,2.516,2.452,2.64,2.742,2.712,2.797,2.481
1.5757,13798375,15/10/2016,2.367,2.309,2.484,2.257,2.198,2.381,2.516,2.452,2.64,2.742,2.712,2.797,2.481
1.5643,12986089,22/10/2016,2.353,2.286,2.49,2.243,2.175,2.386,2.502,2.429,2.644,2.73,2.689,2.804,2.478
1.5648,12906426,22/10/2016,2.353,2.286,2.49,2.243,2.175,2.386,2.502,2.429,2.644,2.73,2.689,2.804,2.478
1.5644,12866698,22/10/2016,2.353,2.286,2.49,2.243,2.175,2.386,2.502,2.429,2.644,2.73,2.689,2.804,2.478
1.5633,12930553,22/10/2016,2.353,2.286,2.49,2.243,2.175,2.386,2.502,2.429,2.644,2.73,2.689,2.804,2.478
1.5648,12906426,22/10/2016,2.353,2.286,2.49,2.243,2.175,2.386,2.502,2.429,2.644,2.73,2.689,2.804,2.478
1.6028,12043441,29/10/2016,2.341,2.27,2.484,2.23,2.159,2.379,2.493,2.415,2.645,2.719,2.675,2.801,2.479
1.6028,12043441,29/10/2016,2.341,2.27,2.484,2.23,2.159,2.379,2.493,2.415,2.645,2.719,2.675,2.801,2.479
1.6028,12043441,29/10/2016,2.341,2.27,2.484,2.23,2.159,2.379,2.493,2.415,2.645,2.719,2.675,2.801,2.479
1.6021,11332706,29/10/2016,2.341,2.27,2.484,2.23,2.159,2.379,2.493,2.415,2.645,2.719,2.675,2.801,2.479
1.6029,12043441,29/10/2016,2.341,2.27,2.484,2.23,2.159,2.379,2.493,2.415,2.645,2.719,2.675,2.801,2.479
1.6396,11222448,05/11/2016,2.345,2.27,2.499,2.233,2.157,2.392,2.498,2.416,2.656,2.732,2.681,2.826,2.47
1.6398,11126555,05/11/2016,2.345,2.27,2.499,2.233,2.157,2.392,2.498,2.416,2.656,2.732,2.681,2.826,2.47
1.6396,11222448,05/11/2016,2.345,2.27,2.499,2.233,2.157,2.392,2.498,2.416,2.656,2.732,2.681,2.826,2.47
1.6396,11222448,05/11/2016,2.345,2.27,2.499,2.233,2.157,2.392,2.498,2.416,2.656,2.732,2.681,2.826,2.47
1.6396,11222448,05/11/2016,2.345,2.27,2.499,2.233,2.157,2.392,2.498,2.416,2.656,2.732,2.681,2.826,2.47
1.7347,13057677,12/11/2016,2.298,2.22,2.458,2.184,2.105,2.349,2.455,2.37,2.618,2.691,2.64,2.787,2.443
1.7347,13057677,12/11/2016,2.298,2.22,2.458,2.184,2.105,2.349,2.455,2.37,2.618,2.691,2.64,2.787,2.443
1.7347,13057677,12/11/2016,2.298,2.22,2.458,2.184,2.105,2.349,2.455,2.37,2.618,2.691,2.64,2.787,2.443
1.7347,13057677,12/11/2016,2.298,2.22,2.458,2.184,2.105,2.349,2.455,2.37,2.618,2.691,2.64,2.787,2.443
1.7347,13057677,12/11/2016,2.298,2.22,2.458,2.184,2.105,2.349,2.455,2.37,2.618,2.691,2.64,2.787,2.443
1.8202,14447435,19/11/2016,2.269,2.192,2.427,2.155,2.078,2.318,2.423,2.341,2.582,2.66,2.605,2.762,2.421
1.8202,14447435,19/11/2016,2.269,2.192,2.427,2.155,2.078,2.318,2.423,2.341,2.582,2.66,2.605,2.762,2.421
1.8206,14489004,19/11/2016,2.269,2.192,2.427,2.155,2.078,2.318,2.423,2.341,2.582,2.66,2.605,2.762,2.421
1.8202,14447436,19/11/2016,2.269,2.192,2.427,2.155,2.078,2.318,2.423,2.341,2.582,2.66,2.605,2.762,2.421
1.8207,14482535,19/11/2016,2.269,2.192,2.427,2.155,2.078,2.318,2.423,2.341,2.582,2.66,2.605,2.762,2.421
1.8963,12204324,26/11/2016,2.268,2.193,2.42,2.154,2.079,2.312,2.423,2.342,2.578,2.657,2.607,2.75,2.42
1.8954,12286467,26/11/2016,2.268,2.193,2.42,2.154,2.079,2.312,2.423,2.342,2.578,2.657,2.607,2.75,2.42
1.8954,12286467,26/11/2016,2.268,2.193,2.42,2.154,2.079,2.312,2.423,2.342,2.578,2.657,2.607,2.75,2.42
1.8954,12286540,26/11/2016,2.268,2.193,2.42,2.154,2.079,2.312,2.423,2.342,2.578,2.657,2.607,2.75,2.42
1.8955,12286540,26/11/2016,2.268,2.193,2.42,2.154,2.079,2.312,2.423,2.342,2.578,2.657,2.607,2.75,2.42
1.9153,13364797,03/12/2016,2.321,2.25,2.464,2.208,2.137,2.356,2.471,2.397,2.615,2.71,2.664,2.795,2.48
1.9153,13364797,03/12/2016,2.321,2.25,2.464,2.208,2.137,2.356,2.471,2.397,2.615,2.71,2.664,2.795,2.48
1.9145,13335291,03/12/2016,2.321,2.25,2.464,2.208,2.137,2.356,2.471,2.397,2.615,2.71,2.664,2.795,2.48
1.9153,13374797,03/12/2016,2.321,2.25,2.464,2.208,2.137,2.356,2.471,2.397,2.615,2.71,2.664,2.795,2.48
1.6257,13259823,05/12/2016,2.321,2.25,2.464,2.208,2.137,2.356,2.471,2.397,2.615,2.71,2.664,2.795,2.48
